Id,MSZoning,Neighborhood,Street,LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SalePrice
1051,RL,Gilbert,Pave,8993,7,5,2007,1302,3,2,6,2,436,Partial,176485
1052,RL,CollgCr,Pave,11175,7,5,2007,1316,3,2,6,2,440,Partial,200141
1053,RL,NAmes,Pave,9500,6,6,1964,1977,4,1,9,2,540,Normal,165000
1054,RL,Edwards,Pave,8562,5,6,1957,1526,4,1,7,1,364,Normal,144500
1055,RL,CollgCr,Pave,11367,8,5,2002,1989,3,2,7,2,586,Normal,255000
1056,RL,NWAmes,Pave,11361,6,5,1976,1523,3,2,7,2,478,Abnorml,180000
1057,RL,NridgHt,Pave,7052,7,5,2005,1364,2,2,6,2,484,Normal,185850
1060,RL,Crawfor,Pave,11275,6,7,1932,1991,3,1,7,2,432,Normal,220000
1061,RL,StoneBr,Pave,4920,8,5,2001,1338,2,2,6,2,582,Normal,213500
1063,RM,OldTown,Pave,13600,5,5,1900,2337,5,2,10,2,560,Normal,90000
1064,RM,OldTown,Pave,6000,6,6,1925,1103,2,1,5,2,440,Normal,110500
1065,RL,NAmes,Pave,11000,5,6,1966,1154,3,1,6,2,480,Normal,154000
1067,RL,Gilbert,Pave,7837,6,7,1993,1571,3,2,7,2,380,Normal,178000
1068,RL,NAmes,Pave,9760,6,6,1964,1611,4,1,7,2,442,Normal,167900
1069,RM,MeadowV,Pave,3964,6,4,1973,2521,5,2,10,2,576,Normal,151400
1070,RL,NAmes,Pave,9600,5,7,1949,893,2,1,4,2,576,Normal,135000
1071,RL,NAmes,Pave,10152,5,5,1956,1048,3,1,6,1,286,Normal,135000
1072,RL,NWAmes,Pave,11700,6,6,1968,1556,4,1,8,2,441,Normal,154000
1073,RL,Edwards,Pave,7585,5,3,1948,1456,4,1,7,1,280,Normal,91500
1074,RL,Edwards,Pave,7950,6,6,1977,1426,3,1,6,2,440,Normal,159500
1075,RL,CollgCr,Pave,8556,7,5,2006,1240,2,2,5,3,826,Normal,194000
1076,RL,Crawfor,Pave,13125,7,6,1940,1740,3,1,6,1,240,Normal,219500
1077,RL,OldTown,Pave,10800,5,8,1936,1466,3,2,7,2,566,Normal,170000
1078,RL,NAmes,Pave,15870,5,5,1969,1096,3,1,6,1,299,Abnorml,138800
1079,RM,CollgCr,Pave,4435,6,5,2004,848,1,1,3,2,420,Normal,155900
1080,RL,CollgCr,Pave,8775,5,5,1994,990,3,1,5,1,299,Normal,126000
1081,RL,NWAmes,Pave,11040,6,7,1971,1258,3,2,5,2,528,Abnorml,145000
1082,RL,Sawyer,Pave,7500,5,5,1963,1040,3,1,5,1,308,Normal,133000
1083,RL,CollgCr,Pave,8749,7,5,2002,1459,3,2,6,2,527,Normal,192000
1084,RL,NAmes,Pave,8800,6,6,1964,1251,3,1,6,1,461,Normal,160000
1085,RL,Gilbert,Pave,13031,6,5,1995,1498,3,2,6,2,409,Normal,187500
1086,RL,SawyerW,Pave,9069,6,6,1992,996,2,1,5,2,564,Normal,147000
1087,RM,MeadowV,Pave,1974,4,5,1973,1092,3,1,6,1,286,Normal,83500
1089,RM,Edwards,Pave,2522,7,5,2004,1709,3,2,7,2,380,Normal,137500
1090,FV,Somerst,Pave,3316,8,5,2005,1247,1,1,4,2,550,Normal,197000
1091,RL,NAmes,Pave,8544,3,4,1950,1040,2,2,6,2,400,Normal,92900
1092,FV,Somerst,Pave,2160,7,5,1999,1252,2,2,4,2,462,Normal,160000
1093,RL,SWISU,Pave,8400,6,5,1925,1694,4,2,7,2,576,Normal,136500
1094,RL,NAmes,Pave,9230,5,8,1965,1200,1,1,6,2,884,Normal,146000
1095,RL,NAmes,Pave,5868,5,7,1956,936,2,1,4,1,308,Normal,129000
1096,RL,CollgCr,Pave,9317,6,5,2006,1314,3,2,6,2,440,Normal,176432
1097,RM,IDOTRR,Pave,6882,6,7,1914,1355,3,1,7,0,0,Normal,127000
1098,RL,StoneBr,Pave,3696,8,5,1986,1088,2,1,5,2,461,Normal,170000
1099,RM,BrkSide,Pave,6000,4,6,1936,1324,3,1,6,1,240,Normal,128000
1100,RL,NWAmes,Pave,11880,7,5,1978,1601,3,2,7,2,478,Abnorml,157000
1101,RL,SWISU,Pave,8400,2,5,1920,438,1,1,3,1,246,Normal,60000
1102,RL,NAmes,Pave,9758,5,5,1971,950,3,1,5,1,280,Normal,119500
1103,RL,NAmes,Pave,7000,5,7,1960,1134,2,1,6,1,254,Family,135000
1104,RL,NAmes,Pave,8910,6,6,1959,1194,3,1,6,2,539,Normal,159500
1105,RM,BrDale,Pave,2016,5,5,1970,1302,3,2,6,2,440,Normal,106000
1107,RL,SawyerW,Pave,10357,7,5,1990,1442,3,2,6,2,719,Normal,179900
1109,RL,Gilbert,Pave,8063,6,5,2000,1690,3,2,7,2,463,Abnorml,181000
1110,RL,NridgHt,Pave,11362,8,5,2004,1836,3,2,7,3,862,Normal,280000
1111,RL,Gilbert,Pave,8000,6,5,1995,1658,3,2,8,2,431,Normal,188000
1112,RL,NWAmes,Pave,10480,7,6,1976,1964,4,2,8,2,483,Normal,205000
1113,RL,NAmes,Pave,7100,5,7,1957,816,2,1,5,1,308,Normal,129900
1114,RL,NAmes,Pave,8923,5,7,1953,1008,2,1,6,1,240,Normal,134500
1115,RL,OldTown,Pave,5400,5,7,1954,833,2,1,4,1,326,Normal,117000
1116,RL,NridgHt,Pave,12085,8,5,2007,1734,3,2,7,3,928,Partial,318000
1117,RL,Gilbert,Pave,7750,8,5,2002,1419,3,2,7,2,527,Normal,184100
1118,RL,Sawyer,Pave,9764,5,7,1967,894,3,1,5,2,450,Normal,130000
1119,RL,Sawyer,Pave,13825,5,6,1958,1601,3,1,6,1,300,Normal,140000
1120,RL,NAmes,Pave,7560,5,5,1959,1040,3,1,6,1,286,Normal,133700
1121,RM,IDOTRR,Pave,8263,6,5,1920,1012,2,1,6,1,308,Normal,118400
1122,RL,CollgCr,Pave,10084,7,5,2005,1552,3,2,7,3,782,Partial,212900
1123,RL,Edwards,Pave,8926,4,3,1956,960,3,1,5,1,288,Abnorml,112000
1124,RL,Edwards,Pave,9405,5,9,1947,698,2,1,4,0,0,Normal,118000
1125,RL,Gilbert,Pave,9125,7,5,1992,1482,3,2,7,2,392,Normal,163900
1126,RL,NAmes,Pave,10434,4,5,1955,1005,2,1,5,2,672,Normal,115000
1127,RL,Blmngtn,Pave,3684,7,5,2007,1555,2,2,7,3,660,Normal,174000
1128,RL,Gilbert,Pave,14572,7,5,2004,1530,3,2,7,3,630,Family,259000
1129,RL,Gilbert,Pave,11796,7,5,2004,1959,4,2,8,2,434,Normal,215000
1130,RM,OldTown,Pave,7200,5,5,1980,936,2,1,4,2,672,Normal,140000
1131,RL,SWISU,Pave,7804,4,3,1928,1981,4,2,7,2,576,Normal,135000
1132,RL,Mitchel,Pave,10712,5,5,1991,974,3,1,5,0,0,Abnorml,93500
1134,RL,SawyerW,Pave,9828,8,5,1995,2020,3,2,8,2,466,Normal,239500
1135,RL,Gilbert,Pave,8773,6,5,1997,1600,3,2,7,2,460,Normal,169000
1136,RM,BrkSide,Pave,6180,6,5,1926,986,2,1,5,1,180,Normal,102000
1137,RL,NAmes,Pave,9600,6,5,1950,1252,3,1,6,1,288,Abnorml,119000
1139,RL,Mitchel,Pave,9819,6,5,1977,1567,2,2,5,2,714,Normal,196000
1140,RL,BrkSide,Pave,8731,5,5,1920,1167,3,1,6,2,495,Normal,144000
1141,RL,NAmes,Pave,7350,5,7,1951,952,2,1,4,2,840,Abnorml,139000
1142,RL,NWAmes,Pave,10304,5,7,1976,1868,4,2,9,2,484,Normal,197500
1144,RL,Sawyer,Pave,9000,5,3,1959,1006,3,1,5,0,0,Normal,80000
1145,RL,Edwards,Pave,12180,4,4,1941,924,2,1,5,1,280,Normal,80000
1146,RM,BrkSide,Pave,6240,5,6,1928,1576,3,1,8,1,225,Family,149000
1147,RL,SawyerW,Pave,11200,6,5,1985,1298,3,2,5,2,403,Normal,180000
1148,RL,Crawfor,Pave,12000,7,7,1941,1564,3,1,7,1,234,Normal,174500
1149,RM,OldTown,Pave,5700,7,7,1926,1111,2,1,5,1,288,Normal,116900
1150,RM,OldTown,Pave,9000,7,9,1920,1482,3,1,7,2,324,Normal,143000
1151,RL,NAmes,Pave,8280,6,5,1950,932,2,1,4,1,306,Normal,124000
1153,RL,Crawfor,Pave,14115,6,7,1956,1811,2,1,6,2,470,Abnorml,230000
1154,RM,IDOTRR,Pave,5890,6,8,1930,816,2,1,5,1,432,Normal,120500
1155,RL,NAmes,Pave,13700,7,6,1965,1820,4,1,8,2,492,Normal,201800
1156,RL,Veenker,Pave,10768,5,8,1976,1437,3,2,6,2,528,Normal,218000
1157,RL,NAmes,Pave,9350,5,8,1965,1265,3,2,6,2,502,Normal,179900
1158,RL,NridgHt,Pave,5001,7,5,2007,1314,2,2,6,2,626,Normal,230000
1159,RL,Somerst,Pave,11932,8,5,2007,1580,3,2,7,3,830,Partial,235128
1160,RL,NWAmes,Pave,9120,6,6,1974,1876,4,2,8,2,540,Normal,185000
1161,RL,NPkVill,Pave,2280,6,5,1978,1456,3,2,7,2,440,Normal,146000
1162,RL,Crawfor,Pave,14778,6,7,1954,1640,3,1,7,2,924,Normal,224000
1163,RL,Sawyer,Pave,8724,5,5,1968,894,3,1,5,2,450,Normal,129000
1164,RL,Sawyer,Pave,12900,4,4,1969,1258,0,0,6,2,400,Alloca,108959
1165,RL,Veenker,Pave,16157,5,7,1978,1432,2,1,5,2,588,Normal,194000
1166,RL,NridgHt,Pave,9541,7,5,2009,1502,3,2,7,2,644,Partial,233170
1167,RL,CollgCr,Pave,10475,8,5,2008,1694,3,2,7,3,776,Normal,245350
1168,RL,Gilbert,Pave,10852,6,5,2000,1671,3,2,7,2,472,Normal,173000
1169,RL,Edwards,Pave,13728,6,7,1935,2108,4,2,7,2,540,Normal,235000
1171,RL,Mitchel,Pave,9880,6,6,1977,1118,3,1,6,1,358,Normal,171000
1172,RL,NAmes,Pave,9120,6,6,1958,1261,3,1,6,2,433,Normal,163000
1173,FV,Somerst,Pave,4017,7,5,2006,1250,2,2,5,2,625,Normal,171900
1175,RL,Crawfor,Pave,16560,6,8,1932,2345,4,2,9,2,360,Normal,239000
1177,RL,Mitchel,Pave,6951,5,5,1984,923,3,1,5,1,264,Normal,119500
1178,RM,OldTown,Pave,3950,6,8,1926,1224,3,1,5,1,210,Normal,115000
1179,RL,Crawfor,Pave,7681,5,6,1921,1343,3,1,7,1,186,Normal,154900
1180,RL,Edwards,Pave,8335,5,5,1954,1124,3,1,5,0,0,Normal,93000
1181,RL,Timber,Pave,11170,7,5,1990,2514,4,2,8,2,693,Normal,250000
1184,RL,OldTown,Pave,10800,5,6,1920,1130,2,1,5,2,720,Normal,120000
1186,RL,Edwards,Pave,9738,5,7,1924,1221,4,1,7,1,392,Normal,104900
1187,RL,OldTown,Pave,10615,3,5,1900,1699,3,2,7,2,420,Abnorml,95000
1188,RL,NoRidge,Pave,12461,8,5,1994,1624,2,2,5,3,757,Normal,262000
1189,RL,CollgCr,Pave,8935,7,5,2002,1660,3,2,7,2,493,Normal,195000
1190,RL,Gilbert,Pave,7500,7,5,1999,1804,3,2,7,2,442,Normal,189000
1192,FV,Somerst,Pave,2645,8,5,1999,1441,2,2,5,2,492,Normal,174000
1193,RM,OldTown,Pave,9600,5,8,1925,1472,3,1,6,1,250,Normal,125000
1194,RM,Mitchel,Pave,4500,6,5,1999,1224,2,2,5,2,402,Normal,165000
1195,RL,Sawyer,Pave,9364,6,7,1969,1352,4,1,7,1,299,Normal,158000
1196,RL,Gilbert,Pave,8029,6,5,2005,1456,3,2,8,2,400,Normal,176000
1197,RL,Gilbert,Pave,14054,7,5,2006,1863,4,2,9,3,660,Partial,219210
1198,RM,OldTown,Pave,8850,7,6,1916,1690,3,1,7,1,225,Normal,144000
1199,RL,CollgCr,Pave,9100,7,5,2001,1212,3,2,6,2,573,Normal,178000
1200,RL,Sawyer,Pave,11235,4,5,1963,1382,3,1,6,2,459,Normal,148000
1201,RL,NAmes,Pave,9353,4,5,1970,864,3,1,5,1,280,Abnorml,116050
1202,RL,CollgCr,Pave,10400,7,5,1998,1779,3,2,6,2,546,Normal,197900
1203,RM,BrkSide,Pave,6000,5,8,1925,1348,3,1,5,1,216,Normal,117000
1204,RL,CollgCr,Pave,9750,7,5,2000,1630,3,2,6,2,451,Normal,213000
1205,RL,NWAmes,Pave,10140,5,6,1975,1074,3,1,6,2,495,Normal,153500
1206,RL,SawyerW,Pave,14684,7,7,1990,2196,3,2,7,3,701,Normal,271900
1207,RH,SawyerW,Pave,8900,4,4,1966,1056,2,1,5,1,384,Normal,107000
1208,RL,CollgCr,Pave,9135,6,5,2003,1700,3,2,7,2,544,Normal,200000
1209,RL,NAmes,Pave,7763,5,7,1962,1283,3,1,6,2,506,Normal,140000
1210,RL,Somerst,Pave,10182,8,5,2006,1660,3,2,8,2,500,Partial,290000
1211,RL,SawyerW,Pave,11218,6,5,1992,1845,3,2,8,2,462,Normal,189000
1212,RL,Gilbert,Pave,12134,8,7,1988,1752,4,2,8,2,492,Normal,164000
1213,RL,Edwards,Pave,9340,4,6,1941,672,2,1,4,1,234,Normal,113000
1214,RL,Sawyer,Pave,10246,4,9,1965,960,0,0,3,1,364,Normal,145000
1215,RL,NAmes,Pave,10205,5,5,1962,999,3,1,6,1,300,Normal,134500
1216,RL,Sawyer,Pave,7094,5,5,1966,894,3,1,5,1,384,Normal,125000
1217,RM,Sawyer,Pave,8930,6,5,1978,1902,4,2,8,2,539,Normal,112000
1218,FV,Somerst,Pave,8640,8,5,2009,1314,3,2,6,2,552,Partial,229456
1219,RM,BrkSide,Pave,6240,4,5,1947,912,2,1,3,0,0,Normal,80500
1220,RM,BrDale,Pave,1680,6,5,1971,1218,3,1,7,0,0,Abnorml,91500
1221,RL,NAmes,Pave,7800,5,5,1964,912,2,1,5,1,288,Abnorml,115000
1222,RL,Sawyer,Pave,8250,5,5,1968,1211,3,1,5,1,322,Normal,134000
1223,RL,NAmes,Pave,10496,6,6,1949,1846,3,2,7,1,315,Normal,143000
1224,RL,NAmes,Pave,10680,5,3,1951,2136,4,2,7,2,528,Normal,137900
1225,RL,Gilbert,Pave,15384,7,5,2004,1490,3,2,8,2,388,Normal,184000
1226,RL,NAmes,Pave,10482,6,8,1958,1138,3,1,6,1,264,Normal,145000
1227,RL,Somerst,Pave,14598,6,5,2007,1933,4,2,9,3,668,Normal,214000
1228,RL,NAmes,Pave,8872,5,8,1965,912,2,1,5,2,576,Normal,147000
1230,RL,NAmes,Pave,7910,5,5,1960,1507,4,2,7,1,404,Normal,127000
1232,RL,NAmes,Pave,7728,5,6,1962,1190,3,1,6,2,540,Normal,132500
1233,RL,NAmes,Pave,9842,4,5,1962,1224,2,2,6,2,462,Normal,101800
1234,RL,NAmes,Pave,12160,5,5,1959,1188,3,1,6,2,531,Abnorml,142000
1235,RH,SWISU,Pave,8525,5,6,1911,1964,4,1,7,0,0,Abnorml,130000
1236,RL,Crawfor,Pave,13132,5,5,1914,1784,4,1,9,1,180,Normal,138887
1237,RL,NridgHt,Pave,2628,7,5,2003,1626,2,2,6,2,474,Normal,175500
1238,RL,CollgCr,Pave,12393,7,5,2004,1948,4,2,8,2,434,Normal,195000
1239,RL,SawyerW,Pave,13072,6,5,2005,1141,3,1,6,2,484,Abnorml,142500
1240,RL,Timber,Pave,9037,8,5,2006,1484,2,2,6,2,472,Normal,265900
1241,RL,CollgCr,Pave,8158,7,5,2003,1768,3,2,8,2,543,Normal,224900
1242,RL,Somerst,Pave,9849,7,6,2007,1689,3,2,7,3,954,Partial,248328
1243,RL,NWAmes,Pave,10625,7,6,1974,1173,3,2,6,2,528,Family,170000
1245,RL,Crawfor,Pave,11435,8,7,1929,1517,3,1,7,2,400,Normal,230000
1246,RL,NWAmes,Pave,12090,6,7,1984,1868,3,3,7,2,477,Abnorml,178000
1247,FV,Somerst,Pave,8125,7,5,2005,1553,3,2,6,2,615,Partial,186500
1248,RL,Mitchel,Pave,12328,6,5,1976,1034,3,1,6,3,888,Normal,169900
1249,RM,OldTown,Pave,9600,6,5,1917,2058,3,1,8,2,396,Normal,129500
1250,RL,NAmes,Pave,7200,5,7,1950,988,3,1,6,1,276,Normal,119000
1251,RL,NAmes,Pave,11160,7,5,1968,2110,3,2,8,2,522,Normal,244000
1252,RL,NridgHt,Pave,3136,7,5,2003,1405,2,2,6,2,478,Normal,171750
1253,RL,Mitchel,Pave,9858,5,6,1968,874,3,1,5,1,288,Normal,130000
1254,RL,Veenker,Pave,17542,7,7,1974,2167,3,2,9,2,518,Normal,294000
1255,RL,Edwards,Pave,6931,7,5,2003,1656,3,2,7,2,397,Normal,165400
1256,RM,BrkSide,Pave,6240,6,6,1931,1367,3,1,6,1,560,Normal,127500
1257,RL,NoRidge,Pave,14303,8,5,1994,1987,2,2,7,2,691,Normal,301500
1258,RL,Edwards,Pave,4060,5,8,1922,864,2,1,4,0,0,Normal,99900
1259,RL,Gilbert,Pave,9587,7,5,2005,1166,2,2,5,2,400,Normal,190000
1260,RL,NAmes,Pave,9750,6,8,1969,1054,3,1,6,2,460,Normal,151000
1262,RL,NAmes,Pave,9600,5,6,1956,1050,2,1,5,1,338,Normal,128900
1263,RL,ClearCr,Pave,11250,4,5,1957,1788,5,1,8,1,304,Normal,161500
1264,RL,BrkSide,Pave,13515,6,6,1919,1824,3,1,8,2,520,Normal,180500
1265,RH,NAmes,Pave,4060,6,5,1998,1337,2,2,5,2,511,Abnorml,181000
1266,FV,Somerst,Pave,3735,7,5,1999,1452,3,2,6,2,506,Normal,183900
1267,RM,OldTown,Pave,10120,7,4,1910,1889,4,1,9,1,308,Normal,122000
1270,RL,NAmes,Pave,11344,5,5,1958,1524,3,1,7,1,315,Normal,144000
1272,RL,NWAmes,Pave,9156,6,7,1968,1489,3,2,7,2,462,Normal,185750
1273,RL,Sawyer,Pave,13526,5,6,1965,935,3,1,5,1,288,Normal,137000
1274,RL,Edwards,Pave,11512,6,7,1959,1357,2,1,5,1,312,Normal,177000
1275,RL,Crawfor,Pave,5362,5,6,1910,1250,3,2,8,2,552,Normal,139000
1276,RL,NAmes,Pave,11345,5,5,1948,1920,4,2,10,2,400,Normal,137000
1277,RL,NWAmes,Pave,12936,6,6,1972,1395,3,1,6,2,497,Normal,162000
1279,RL,CollgCr,Pave,9473,8,5,2002,2031,3,2,7,2,577,Normal,237000
1280,C (all),IDOTRR,Pave,7500,4,4,1920,1128,2,1,6,2,528,Abnorml,68400
1281,RL,CollgCr,Pave,9808,7,5,2002,1573,3,2,6,2,544,Normal,227000
1282,RL,Timber,Pave,8049,7,5,1990,1339,2,2,6,2,484,Normal,180000
1283,RL,CollgCr,Pave,8800,5,7,1977,1040,3,2,5,2,484,Normal,150500
1284,RL,Mitchel,Pave,9400,6,5,1971,1824,4,2,8,0,0,Normal,139000
1285,RL,SWISU,Pave,9638,6,7,1919,2447,4,2,10,1,336,Normal,169000
1286,RM,BrkSide,Pave,6000,6,6,1939,1412,4,1,6,1,280,Normal,132500
1287,RL,NWAmes,Pave,9790,6,5,1963,1328,3,1,6,2,528,Normal,143000
1289,RL,StoneBr,Pave,5664,8,5,2000,1659,2,2,5,2,499,Normal,278000
1290,RL,NridgHt,Pave,11065,8,5,2006,1970,3,2,8,3,753,Partial,281000
1291,RL,NAmes,Pave,14112,5,7,1964,1152,3,1,6,2,484,Normal,180500
1292,RM,BrDale,Pave,1680,5,7,1972,1302,3,2,6,1,264,Normal,119500
1293,RM,OldTown,Pave,6600,5,4,1892,2372,4,2,11,1,432,Normal,107500
1294,RL,NWAmes,Pave,10140,7,5,1976,1664,4,2,8,2,528,Normal,162900
1295,RL,Edwards,Pave,8172,5,7,1955,864,2,1,5,2,572,Normal,115000
1296,RL,NAmes,Pave,8400,5,5,1968,1052,3,1,5,1,288,Normal,138500
1297,RL,NAmes,Pave,8700,5,6,1963,1128,3,2,6,2,525,Normal,155000
1298,RM,Edwards,Pave,3675,6,5,2005,1072,2,2,5,2,525,Partial,140000
1300,RL,NAmes,Pave,7500,5,7,1959,1246,3,1,6,1,305,Normal,154000
1301,RL,Gilbert,Pave,10762,7,5,1999,1983,3,2,9,2,490,Normal,225000
1302,RL,Crawfor,Pave,7500,6,7,1942,1494,3,1,7,1,213,Normal,177500
1303,RL,NoRidge,Pave,10120,8,5,1994,2526,4,2,8,3,844,Normal,290000
1304,RL,Somerst,Pave,8688,7,5,2005,1616,3,2,7,3,834,Normal,232000
1305,RM,Edwards,Pave,3363,7,5,2004,1708,3,2,7,2,380,Normal,130000
1307,RL,NridgHt,Pave,6955,7,5,2005,1368,2,2,6,2,474,Partial,202500
1308,RL,CollgCr,Pave,8072,5,5,1994,990,3,1,5,2,480,Normal,138000
1309,RM,OldTown,Pave,12000,5,7,1948,1122,2,1,6,2,528,Normal,147000
1310,RL,SawyerW,Pave,7153,6,5,1991,1294,3,2,6,2,496,Normal,179200
1312,RL,CollgCr,Pave,8814,7,5,2005,1274,3,2,6,2,508,Partial,203000
1315,RL,Edwards,Pave,8190,4,6,1954,948,3,1,5,1,280,Normal,119000
1316,RL,NAmes,Pave,11075,6,5,1969,2112,4,2,9,2,576,Normal,206900
1317,RL,CollgCr,Pave,10226,8,5,2008,1630,3,2,8,3,860,Normal,295493
1318,FV,Somerst,Pave,4230,7,5,2006,1352,2,2,5,2,466,Partial,208900
1319,RL,CollgCr,Pave,14781,8,5,2001,1787,3,2,7,3,748,Normal,275000
1320,RL,Edwards,Pave,10215,4,5,1954,948,3,1,5,1,248,Normal,111000
1321,RL,NAmes,Pave,8400,6,3,1957,1478,3,1,6,2,442,Normal,156500
1322,RL,BrkSide,Pave,6627,3,6,1949,720,2,1,4,1,287,Normal,72500
1323,RL,NoRidge,Pave,10186,7,5,1992,1923,3,2,8,2,564,Normal,190000
1324,RL,BrkSide,Pave,5330,4,7,1940,708,2,1,5,0,0,Normal,82500
1325,RL,Somerst,Pave,9986,8,5,2006,1795,2,2,7,3,895,Partial,147000
1326,RM,IDOTRR,Pave,3636,4,4,1922,796,2,1,5,0,0,Normal,55000
1327,RH,Edwards,Pave,4270,3,6,1931,774,3,1,6,0,0,Normal,79000
1328,RL,Mitchel,Pave,6600,5,9,1982,816,3,1,5,1,264,Normal,130500
1330,RL,Gilbert,Pave,9084,7,5,1998,1632,3,2,8,2,462,Normal,176500
1331,RL,Somerst,Pave,10000,8,5,2006,1588,3,2,7,3,825,Normal,227000
1332,RL,CollgCr,Pave,10780,5,5,1976,954,3,1,6,2,576,Normal,132500
1333,RL,Edwards,Pave,8877,4,6,1938,816,2,1,3,1,288,Normal,100000
1334,RM,IDOTRR,Pave,7200,5,6,1938,1360,2,1,6,1,297,Normal,125500
1335,RM,BrDale,Pave,2368,5,6,1970,1365,3,1,7,2,440,Normal,125000
1336,RL,NWAmes,Pave,9650,6,5,1977,1334,2,2,6,2,630,Normal,167900
1337,RL,NWAmes,Pave,9246,5,5,1973,1656,4,2,8,2,506,Normal,135000
1338,RM,OldTown,Pave,4118,4,4,1941,693,2,1,4,0,0,Normal,52500
1339,RL,CollgCr,Pave,13450,7,5,2002,1861,3,2,8,2,492,Normal,200000
1340,RL,CollgCr,Pave,9560,5,7,1972,864,3,1,5,1,288,Normal,128500
1341,RL,NAmes,Pave,8294,4,5,1971,872,3,1,5,4,480,Normal,123000
1342,RL,SawyerW,Pave,13695,6,5,2003,1114,3,1,6,2,576,Normal,155000
1343,RL,CollgCr,Pave,9375,8,5,2002,2169,3,2,7,2,647,Normal,228500
1344,RL,Crawfor,Pave,7558,6,6,1928,1913,3,1,9,2,342,Normal,177000
1345,RL,CollgCr,Pave,11103,7,5,2006,1456,3,2,8,2,440,Partial,155835
1346,RM,OldTown,Pave,6000,4,4,1920,960,2,1,5,1,308,Normal,108500
1348,RL,Timber,Pave,15306,8,5,2006,1776,3,2,7,3,712,Partial,283463
1349,RL,SawyerW,Pave,16196,7,5,1998,1494,3,2,5,2,514,Normal,215000
1351,RL,NAmes,Pave,11643,5,5,1969,2634,6,2,12,4,968,Normal,200000
1352,RL,NAmes,Pave,9247,6,6,1962,1716,4,1,8,2,490,Normal,171000
1353,RM,BrkSide,Pave,6000,6,9,1937,1176,2,1,4,2,624,Normal,134900
1355,RL,CollgCr,Pave,10316,7,5,2000,1865,3,2,7,3,839,Normal,235000
1356,RL,NWAmes,Pave,10192,7,6,1968,1920,4,3,8,2,487,Normal,170000
1357,RL,NAmes,Pave,9477,5,5,1966,892,3,1,5,1,264,Normal,110000
1358,RL,NAmes,Pave,12537,5,6,1971,1078,3,1,6,2,500,Normal,149900
1359,FV,Somerst,Pave,2117,6,5,2000,1573,3,2,5,2,440,Normal,177500
1360,RL,NridgHt,Pave,16737,9,5,2004,1980,3,2,8,3,770,Normal,315000
1361,RL,SWISU,Pave,9842,5,6,1921,2601,4,3,8,2,621,Normal,189000
1362,RL,StoneBr,Pave,16158,7,5,2005,1530,3,2,7,2,430,Normal,260000
1363,RL,NAmes,Pave,12513,4,4,1920,1738,4,2,7,1,368,Normal,104900
1364,RL,Gilbert,Pave,8499,6,5,2006,1412,3,2,6,2,432,Partial,156932
1365,FV,Somerst,Pave,3180,7,5,2005,1200,2,2,4,2,480,Abnorml,144152
1366,FV,Somerst,Pave,7500,7,5,2000,1674,3,2,7,2,663,Normal,216000
1367,RL,CollgCr,Pave,9179,7,5,1999,1790,3,2,7,2,588,Abnorml,193000
1368,RM,MeadowV,Pave,2665,5,6,1977,1475,4,2,6,1,336,Normal,127000
1369,RM,CollgCr,Pave,4435,6,5,2003,848,1,1,4,2,420,Normal,144000
1370,RL,CollgCr,Pave,10635,8,5,2003,1668,3,2,8,2,502,Normal,232000
1371,RL,OldTown,Pave,5400,4,6,1920,1374,2,1,6,1,338,Normal,105000
1372,RL,NAmes,Pave,9600,6,6,1955,1661,3,1,8,1,377,Normal,165500
1373,RL,CollgCr,Pave,9750,7,6,1998,2097,3,2,8,2,583,Normal,274300
1375,FV,Somerst,Pave,10625,7,5,2005,1958,3,2,9,3,936,Normal,250000
1376,RL,Timber,Pave,10991,8,5,2007,1571,3,2,7,3,722,Partial,239000
1377,RL,SWISU,Pave,6292,6,5,1930,790,2,1,4,1,160,Normal,91000
1378,RL,Edwards,Pave,10998,5,5,1941,1604,3,2,6,2,660,Normal,117000
1379,RM,BrDale,Pave,1953,6,5,1973,987,2,1,5,1,264,Normal,83000
1380,RL,Timber,Pave,9735,5,5,2006,1394,3,2,7,2,400,Normal,167500
1381,RL,Edwards,Pave,8212,3,3,1914,864,2,1,5,1,200,Normal,58500
1382,RL,NAmes,Pave,12925,6,7,1970,2117,4,2,7,2,550,Normal,237500
1383,RM,OldTown,Pave,7200,7,7,1920,1762,4,1,8,2,576,Normal,157000
1385,RL,Edwards,Pave,9060,6,5,1939,1258,2,1,6,1,280,Normal,105000
1386,RM,IDOTRR,Pave,5436,4,8,1922,1154,3,1,7,1,240,Normal,125500
1388,RM,OldTown,Pave,8520,6,7,1916,2526,5,2,10,1,216,Family,136000
1390,RM,BrkSide,Pave,6000,6,6,1941,1218,3,1,6,2,440,Normal,131000
1391,RL,CollgCr,Pave,9100,7,5,2000,1525,3,2,6,2,541,Normal,235000
1392,RL,NAmes,Pave,8944,5,5,1967,1584,4,2,8,3,792,Normal,124000
1393,RL,NAmes,Pave,7838,5,5,1967,900,3,1,6,1,288,Normal,123000
1394,RM,OldTown,Pave,10800,6,7,1905,1912,3,2,7,2,672,Normal,163000
1395,RL,Blmngtn,Pave,4045,7,5,2006,1500,2,2,6,3,648,Partial,246578
